product_name,reviewer,review_date,review_text
Sceptre 50 Class 4K UHD LED TV U515CV U,alliesha,5/4/2020,"I love this tv already I immediately set it up in a matter of a few minutes, it's great looking in my home plus it was super affordable"
Sceptre 50 Class 4K UHD LED TV U515CV U,Pamela,11/25/2021,Ordering was fast
Sceptre 50 Class 4K UHD LED TV U515CV U,Dmattie72,8/9/2020,Surprised by the quality of picture. We weren't looking for anything expensive as it's just for the kids. Very vivid colors when Minecraft is played. Kids are happy. No complaints so far.
Sceptre 50 Class 4K UHD LED TV U515CV U,Audrey,12/21/2020,"Got the tv, unwrapped it, set it all up, turned it on, and there was a big line on the screen. I should have learned from the other reviews not to buy a tv online and have it shipped."
Sceptre 50 Class 4K UHD LED TV U515CV U,Gwen,11/21/2020,"I originally ordered a TV from BestBuy, but it came cracked and damaged. Returned that and waited 3 weeks for a new one, but they told me to contact UPS without a new tracking number so I got a refund and went to Walmart instead.  Excited to FINALLY have a TV and this one is damaged, too. The 1 Star is only for the speed of shipping plus TV works, but this light leak is going to bother me forever. Not worth it. Better luck buying a TV off craigslist."
Sceptre 50 Class 4K UHD LED TV U515CV U,Sharon,11/23/2020,"Worst experience of my life. I purchased this t.v. online for my kids and when I took it out of the box, the screen was broken. My kids were disappointed. A 50' tv and over $200 down the  drain. If you ask me, I say just go to the store and purchase a tv. None of this online trash."
Sceptre 50 Class 4K UHD LED TV U515CV U,AutismMom,10/28/2020,The television was broken when I received it. I have 2 smaller versions of this television and the are very good. There's no way I can accurately rate this television. I wish Wal-Mart would offer this set in store or shipped to store. FedEx does not take care of people's items.
Sceptre 50 Class 4K UHD LED TV U515CV U,Sean,11/1/2020,"For a 4k UHD tv, this product is a steal! Vibrant colors and picture quality very close to what a tv with HDR looks like. If you are looking into jumping into the 4k market, this tv is well worth the $199 price tag. Used it on my ps4 pro and it looks amazing on a vast variety of games."
Sceptre 50 Class 4K UHD LED TV U515CV U,Molly,1/8/2021,"Scepter seems to be known for bad sound quality. I have owned a few. We have a stereo attached to it. I had to order some sort of adapter that Scepter helped me figure out. This or a sound bar is a must. Picture quality is very good. They are one of a very few that are not Smart TVs. This is my first reason for purchasing this brand. They are very reasonably priced. Be aware, if not wall mounting, where the legs attach. On my 55 inch the legs were outside of the furniture area it is sitting on. Its not the best but we couldn't put on the legs. The first one I ordered, the screen was very cracked. I believe they must have had something happen to a shipment. A lot of people complaining about this. Thats most likely why they were so cheap, $19..."
Sceptre 50 Class 4K UHD LED TV U515CV U,Erica,11/28/2020,"I purchased this tv for my bedroom. The tv I had was smaller and with my failing eyesight, this was less than new glasses that don't help much anyway.  Excellent picture, sound, durability, and it stays on 24/7! I have hadv it almost a year and it was well worth the purchase! It's not a smart tv, but I didn't need it to be because I've got cable.  I love it and I use it often when I'm resting in my bed because of my back problems. It's the best tv I've ever purchased too!"
Sceptre 50 Class 4K UHD LED TV U515CV U,Brandi,11/30/2020,"The picture on this tv is decent, it's lightweight, and I love that it has a USB port in the back of the tv so my Roku can be  plugged directly in instead of taking up another electrical plug space. However, the audio quality on this tv is very poor. Sounds like the speakers are inside tin cans, you can hear them vibrating the tv. I can't turn it up past 9 without it getting too â€œtinnyâ€ but I can't hear it that well at a level below 9. It's a good thing I also bought a soundbar or I'd be sending this tv back."
Sceptre 50 Class 4K UHD LED TV U515CV U,Andrew,10/2/2020,"for $199.99 this tv is worth every penny.
not a smart tv which is what I was looking for.
easy setup like old school, connect an antenna run channel scan and your all set. picture is fantastic, the hd over the air channels I receive look pristine not to mention the hdmi connections for dvd/blue ray/laptop."
Sceptre 50 Class 4K UHD LED TV U515CV U,Brian,3/28/2021,"My first fall screen was a sceptre. Then my 40 inch. Now my beautiful 50 inch baby is all mine and it looks terrific. The stock speakers were even pretty decent. Picture quality is great. The remote is responsive and the quality is all there for $200. The sceptre logo looks cool too so you at least don't look like you bought your TV from a garage sale lol. I like to save money and sceptre has always been the best price for a premium product. Just started and finished Game of Thrones on this bad Larry and it was quite a vivid, exciting ride."
Sceptre 50 Class 4K UHD LED TV U515CV U,Michael,12/9/2020,"I purchased the 50 in. 4 k tv. Well it was damaged straight out of the box .I never roughed it up in anyway. I was told sorry for the inconvenience, but,it was a physical thing, so really sorry for my !luck.Now that's the kind I would deal with .thanks once again."
Sceptre 50 Class 4K UHD LED TV U515CV U,dewayne,9/28/2020,This has been one of the worst experiences I've ever encountered if not the worst when it comes to making an online purchase...o ordered this TV on September 21 was good it would be here on the 22nd didn't get it until the 24th. When the TV did arrive there was no picture but had a sound. I called and got a replacement that came on September 27th which was yesterday...I was so happy that the picture worked but became very disappointed when the sound didn't work. I called Walmart to let them know and they basically tell me oh well not out problem we dont do anymore replacements call the brand and let them handle it. Never ever purchase anything from them especially this brand of TV!!!!
Sceptre 50 Class 4K UHD LED TV U515CV U,Junior,8/27/2020,"Ordered and got this tv within two days. Didnt take me long to notice there was a dent on the screen and once I plugged in my tv, I saw that the screen was completely busted. I read the other reviews and didnt expect this tv to last more than a few months. Did not expect it to be broken upon delivery!"
Sceptre 50 Class 4K UHD LED TV U515CV U,Megan,11/15/2020,The tv was super easy to setup! The legs were marked as to which side the should be installed and the tv had the corresponding markings. The only issue I had was when screwing the legs in the holes. They do not already have a track for the screw just a hole so I would suggest screwing the screw in first then taking it out and then putting the legs on with the screw. I did this with the second leg and it went on muuuuch quicker!
Sceptre 50 Class 4K UHD LED TV U515CV U,Adam,3/20/2021,I was very pleased with my purchase. The TV has a great picture and the price was great.  The only down side is the audio quality isn't the best.  It is acceptable though.  I would definitely buy another one.  This is a great buy for someone who wants a bigger better tv but doesn't have a lot to spend in one.  I don't feel they will be disappointed at all.
Sceptre 50 Class 4K UHD LED TV U515CV U,Jenae,12/14/2020,"My tv was delivered broken and I ordered the wall mount installation which did not include a mount. I had to purchase a mount, pay for the installation, turned on my tv only to see the screen was broken. So now I have to try to return the tv to the store. So disappointed. Ive been waiting weeks for this tv and I probably will have to wait even longer for Walmart to replace it."
Sceptre 50 Class 4K UHD LED TV U515CV U,Erin,9/10/2020,No problems so far. Hooked it up to my fire stick and have been good to go ever since. I will say that I was a bit annoyed to find that the sensor is sensitive. Theres quite a few warnings in the packaging about making sure it doesnt lay flat on the screen because that can cause the remote sensor to break.
Sceptre 50 Class 4K UHD LED TV U515CV U,Faith,10/20/2020,When it arrived I was concerned as there was a hole in the front of the box... The FedEx guy was kind enough to stay and help take it out of the box to make sure the screen wasn't damaged... Thank goodness it WASN'T!!! I would suggest a additional box would solve this problem... ANYWAY.... It's a GREAT DEAL!!!...Nice pic an audio...
Sceptre 50 Class 4K UHD LED TV U515CV U,Jolena,11/22/2020,"We bought this tv for our outside dock at the lake.  We pour it on a motorized mount so it is tucked in on the roof when not used and lowers down when using.  With being outside and reflection of sun, it still has a great picture. We are hating as separate sound bar so not really sure how the speakers on the tv itself works"
Sceptre 50 Class 4K UHD LED TV U515CV U,Den,1/24/2021,"The tv itself is fantastic. Great picture, with all the modern options for hdmi and devices. My only complaint which I can get past for a 200 dollar great widescreen ,is the sound.  Its beyond horrible. You will have to purchase a sound bar and disable tv volume in settings. All that said, still a great tv."
Sceptre 50 Class 4K UHD LED TV U515CV U,Aditya,2/4/2021,"It's of very poor quality and terrible customer support. About 10 months into operation it started making weird noises and stopped working.

We went through the whole process of sending it back under warranty. When it came back post warranty - it didn't work either. The screen was white and wouldn't switch the HDMI. Absolute piece of crap. 

Spend an extra $30 a buy a different brand. Sceptre is just not worth it. The teaser prices also reflect terrible quality and customer support."
Sceptre 50 Class 4K UHD LED TV U515CV U,Ers,12/13/2020,We purchased this television with high hopes and in just over one month it has a bad spot on the screen.  We are very disappointed and do not recommend this purchase.  If you look closely on the attached photo you can see a green line going through the tablet
Sceptre 50 Class 4K UHD LED TV U515CV U,TheseSHOIRTS,11/29/2020,"This is an outstanding television especially for the price but the only issue is it's says it comes with swivel technology so u can turn your tv from left to right but it only came with legs which don't fit my TV stand causing me to have to spend money for another tv stand but great tv, wonderful pic and great sound from just tv speakers"
Sceptre 50 Class 4K UHD LED TV U515CV U,nitish,7/13/2021,Great price for UhD TV. Picture quality is awesome.
Sceptre 50 Class 4K UHD LED TV U515CV U,Jordan,6/18/2021,I just turned it on and there is a space between the screen and the frame. It doesnt seem l
